line;original_title;translated_title;original_text;translated_text;rating;reviewed_location_name;category;user;user_id_anonym;average_rating_tripadvisor;total_reviews_tripadvisor;city;country;month_of_visit;year_of_visit;title_sentiment;review_sentiment
68;Excelente tanto los platos como el servicio;Excellent dishes and service;Hermoso espacio, muy bien atendido y los platos excelentes y porciones abundantes, fui con un grupo de 8 amigas y a todas nos pareció genial, volvería , claro q...;Beautiful space, very well attended and excellent dishes and abundant portions, I went with a group of 8 friends and we all thought it was great, I would come back, of course....;5.0;Tinto Bistro;restaurant;Navigate72091;id_6;4.3;827.0;Villa La Angostura;Argentina;2.0;2024.0;4;4
69;Café Martínez del alto Avellaneda empleada de terror caro y mal atendido;Café Martinez del alto Avellaneda, an expensive and poorly attended café.;Café Martínez alto Avellaneda de terror el trato de las empleadas, más me trajeron un tostado frío y húmedo y cuando pedí calentarlo cuando lo trajeron la emple...;Café Martinez Alto Avellaneda, the treatment of the employees was terrible, they brought me a cold and wet toast and when I asked for it to be heated when they brought it the employee...;1.0;Cafe Martinez;restaurant;Navigate72091;id_6;3.5;53.0;Avellaneda;Argentina;10.0;2023.0;4;2
70;Más o menos;More or less;La comida aceptable el asado banderita mediocre lo demás pasable, el precio incómodo para lo que ofrecen igual estaba lleno así que quizás mi intención no es l...;The food was acceptable the asado banderita mediocre the rest passable, the price uncomfortable for what they offer the same was full so maybe my intention is not the best....;3.0;El Puentecito;restaurant;Navigate72091;id_6;3.8;310.0;Buenos Aires;Argentina;8.0;2023.0;3;2
71;Bueno a buen precio;Good value for money;Muy bueno precio y calidad la comida rica, abundante y buen precio el lugar aunque un poco lúgubre, bien puesto, con un poco mejor ambientación sería un 10;Very good price and quality the food is tasty, plentiful and well priced the place although a bit gloomy, well placed, with a little better ambiance it would be a 10.;4.0;Club Pueblo Unido;restaurant;Navigate72091;id_6;3.7;28.0;Avellaneda;Argentina;8.0;2023.0;3;4
72;Maravillosa experiencia!;Wonderful experience!;Exelente! El servicio las guías , los vinos y el lugar una experiencia hermosa Mendoza es lo más! Sus lugares, su gente y sus vinos;Excellent! The service, the guides, the wines and the place a beautiful experience Mendoza is the best! Its places, its people and its wines;5.0;Mr Winery;tour;Navigate72091;id_6;4.1;14.0;Mendoza;Argentina;;;4;4
73;Lindas vistas hotel mediocre;Nice views mediocre hotel;Las vistas son muy lindas el hotel mediocre y están en remodelación así que empiezan a los martillazos muy temprano y no paran en todo el día . La comida más o ...;The views are very nice the hotel is mediocre and they are remodeling so they start hammering very early and do not stop all day. The food is more or less ...;3.0;Hotel Alun Nehuen;hotel;Navigate72091;id_6;3.9;77.0;San Carlos de Bariloche;Argentina;3.0;2023.0;3;3
74;Me encanto! La comida y el ambiente!;I loved it! The food and the atmosphere!;Muy buena la comida, la onda y el ambiente! Recomendable! No esperaba, fue una sorpresa para parejas y amigos un lugar divino !;Very good food, great vibe and atmosphere! Highly recommended! I did not expect, it was a surprise for couples and friends a divine place !;5.0;Concha su mare;restaurant;Navigate72091;id_6;4.8;13.0;Lanus;Argentina;2.0;2023.0;4;4
75;Fui varias veces pero esta última vez la pizza estaba cruda no la podía volver a calentar pues tenía jamón crudo lastima;I went several times but this last time the pizza was raw and I couldn't reheat it because it had raw ham on it, too bad.;Es un lugar hermoso pero la pizza estaba cruda , y cómo tenía rucula y jamón no se podía volver a cocinar una lastima es un lugar hermoso pero no voy a volver y...;It is a beautiful place but the pizza was raw, and how it had rucula and ham could not be cooked again a pity is a beautiful place but I will not return and...;2.0;Napoles Bar;restaurant;Navigate72091;id_6;3.9;972.0;Buenos Aires;Argentina;1.0;2023.0;2;2
76;Mala disposición;Poor disposition;El. Asado era muy finito parecía suela fuimos 12 personas y era un cumpleaños una mesa que seguramente dejo una buena rentabilidad y no dejaron a la anfitriona ...;The. Asado was very thin seemed sole we were 12 people and it was a birthday a table that surely left a good return and did not leave the hostess ...;2.0;Hermanos;restaurant;Navigate72091;id_6;2.9;41.0;Martinez;Argentina;11.0;2022.0;2;3
77;Los mejores helados x afano;The best ice cream x afano;La mejor heladeria de Bs As, x lejos, sin marketing , ni de moda pero son los mejores x calidad y x los productos que trabajan;The best ice cream parlor in Buenos Aires, by far, without marketing or fashion, but they are the best for quality and for the products they work with.;5.0;;restaurant;charlyv244;id_7;4.4;8.0;Buenos Aires;Argentina;3.0;2025.0;4;4
78;Nunca falla;Never fails;Siempre la comida es muy buena y la atencion de los que trabajan mejor, auqneu hay , a veces mucha gente el servicio es muy bueno;The food is always very good and the attention of the staff is even better, although sometimes there are a lot of people, the service is very good.;5.0;El Timon de Don Jesus;restaurant;charlyv244;id_7;3.5;105.0;Buenos Aires;Argentina;3.0;2025.0;5;4
79;El cuyo es una maravilla;The one of which is a marvel;A mi me gusta mucho este tipo de Playas, con pueblos aun no invadidos x el turismo gringo, Playa excelente para caminar , de dia y de noche(con bioluminiscenci...;I really like this kind of beaches, with towns not yet invaded by gringo tourism, excellent beach for walking, day and night (with bioluminescence)....;5.0;Playa El Cuyo;attraction;charlyv244;id_7;4.5;93.0;El Cuyo;México;7.0;2023.0;3;4
80;No es el mejor lugar para comer carne en Bs As;Not the best place to eat meat in Buenos Aires.;Esta sobrevaluado y los precios son muy elevados para la calidad de todo, la atencion deja mucho que desear, creo que en Mc Donalds atienden mejor, no es el mej...;It is overpriced and the prices are very high for the quality of everything, the service leaves much to be desired, I think Mc Donalds serve better, it is not the best...;3.0;Don Julio;restaurant;charlyv244;id_7;4.5;12682.0;Buenos Aires;Argentina;9.0;2024.0;4;4
81;Buena atencion,precios razonables;Good service, reasonable prices;Siempre esta bien la comida y la atencion es muy buena, buen menu variado pero simple Se llena al medio dia pero hay q ir temprano;The food is always good and the service is very good, good menu varied but simple. It is full at noon but you have to go early.;5.0;Il Ballo del Mattone;restaurant;charlyv244;id_7;3.8;428.0;Buenos Aires;Argentina;9.0;2024.0;4;4
82;de los mejores bodegones;of the best still lifes;Uno de los mejores bodegones de Bs As, todo rico fresco en buen precio y la atencion de los mozos es como debe ser, con conocimiento de los platos y sus dimensi...;One of the best bodegones in Buenos Aires, everything is fresh and tasty at a good price and the waiters' attention is as it should be, with knowledge of the dishes and their dimensions.....;5.0;El Puentecito;restaurant;charlyv244;id_7;3.8;310.0;Buenos Aires;Argentina;8.0;2024.0;4;4
83;Gran pizza;Great pizza;Una de las mejores pizzas de Bs As ,sin marketing pero con gran calidad, la de Provolone es sublimeeeee La atencion en el lugar es muy buena;One of the best pizzas in Buenos Aires, without marketing but with great quality, the Provolone is sublimeeeeeee The attention in the place is very good.;5.0;Pizzeria Los Campeones;restaurant;charlyv244;id_7;4.3;289.0;Buenos Aires;Argentina;9.0;2024.0;4;4
84;Cuidado con lo q les cobran;Beware of what you are charged;Muy rico,la atencion engral es buena,solo Beto es raro.pregunten los precios antes de consumir xq cobran segun la cara;Very tasty, the attention is generally good, only Beto is strange. ask the prices before consuming because they charge according to the face.;5.0;Lo de Beto;restaurant;charlyv244;id_7;3.8;181.0;Canuelas;Argentina;8.0;2024.0;3;4
85;No se hospeden e este hotel NUNCA;Do not stay at this hotel EVER.;El peor hotel( si es q asi se puede llamar) q estuve en mi vida,el baño estaba sucio,habia cucarachas en la habitacion,y a gente conocida q fue,le robaron mient...;The worst hotel (if you can call it that) I've ever been in my life, the bathroom was dirty, there were cockroaches in the room, and people I know who went there were robbed while they...;1.0;Hotel Puerto Campeche;hotel;charlyv244;id_7;1.8;4.0;Ciudad del Carmen;México;7.0;2023.0;2;2
86;Para conocer un poco de historia;For a bit of history;Se trata del casco de una estancia que perteneció a los jesuitas, luego la adquirió una familia (y realizó ampliaciones), y posteriormente fue expropiado para h...;It is the hull of a ranch that belonged to the Jesuits, was later acquired by a family (and carried out extensions), and was subsequently expropriated for the construction of a new...;4.0;;attraction;melisalaurac;id_8;4.0;220.0;Tafi del Valle;Argentina;3.0;2022.0;3;3
87;Ruinas incas en Catamarca;Inca ruins in Catamarca;Imperdible si estás por la zona de Londres y Belén. Se entra al lugar con guía. Hay horarios de visita (que cambian en abril por la estación del año). Llegamo...;Not to be missed if you are in the area of London and Bethlehem. You enter the place with a guide. There are visiting hours (which change in April due to the season). We arrived...;5.0;Sitio Arqueologico El Shincal;attraction;melisalaurac;id_8;4.5;208.0;Londres;Argentina;3.0;2022.0;3;3
88;Riquísimo;Yummy;Cenamos cabrito con papas rústicas y locro. Muy rico (el locro me encantó, muy bien condimentado). Música folklórica de fondo, un lugar tipo bodegón. Se paga en...;We had cabrito for dinner with rustic potatoes and locro. Very tasty (I loved the locro, very well seasoned). Folkloric music in the background, a place like a bodegón. You pay in...;5.0;Tupac Restobar;restaurant;melisalaurac;id_8;3.8;16.0;Fiambala;Argentina;3.0;2022.0;3;4
89;Para parar en el camino;To stop along the way;No hicimos todas las paradas de la ruta del adobe, sino solamente dos: la iglesia de Nuestra Señora de Andacollo y el Oratorio de los Orquera. Vale la pena au...;We did not make all the stops on the adobe route, but only two: the church of Nuestra Señora de Andacollo and the Oratorio de los Orquera. It is well worth a visit...;4.0;Ruta del Adobe;attraction;melisalaurac;id_8;4.2;254.0;Tinogasta;Argentina;3.0;2022.0;3;3
90;Imperdible;Not to be missed;Hicimos la ruta partiendo desde Fiambalá (hay estación de servicio ahí). Es una ruta escénica increíble. El paisaje cambia constantemente: desde cerros marron...;We did the route starting from Fiambalá (there is a gas station there). It is an incredible scenic route. The scenery changes constantly: from brown hills to...;5.0;Ruta de los Seismiles;attraction;melisalaurac;id_8;4.8;250.0;Tinogasta;Argentina;3.0;2022.0;3;3
91;Interesante y divertido;Interesting and fun;Hicimos las dos versiones de la visita, comenzando por la nocturna. Los guías generaban suspenso pero también amenizaban con el infaltable humor cordobés. A nos...;We did both versions of the tour, starting with the night tour. The guides generated suspense but also entertained with the inevitable Cordovan humor. To us...;5.0;Eden Hotel;attraction;melisalaurac;id_8;4.3;27.0;San José de Jáchal;Argentina;7.0;2019.0;5;4
92;De todo un poco;A little bit of everything;Nos sorprendió lo grande que es el lugar. Hay muchísimas cosas para ver, desde insectos y minerales, hasta objetos cotidianos que se repiten en infinitas formas...;We were surprised by how big the place is. There are so many things to see, from insects and minerals, to everyday objects that are repeated in infinite forms...;4.0;Museo Polifacetico Rocsen;attraction;melisalaurac;id_8;4.2;1003.0;La Falda;Argentina;7.0;2019.0;3;3
93;Un paraíso;A paradise;Hace unos años, gracias a una amiga, empecé a conocer la obra de Mujica Láinez. Desde ese momento, comencé a gestar la idea de conocer su casa en La Cumbre. Y p...;A few years ago, thanks to a friend, I started to know Mujica Láinez's work. From that moment on, I began to gestate the idea of visiting his house in La Cumbre. And p...;5.0;House of Manuel Mujica Lainez;attraction;melisalaurac;id_8;4.5;992.0;Nono;Argentina;7.0;2019.0;3;3
94;Linda historia;Linda's story;Fuimos en un horario cercano al cierre, por lo que solamente pudimos ver un fragmento del video explicativo de la historia (aunque vimos lo suficiente para apre...;We went at a time close to closing time, so we were only able to see a fragment of the video explaining the history (although we saw enough to appreciate the...;4.0;Laberinto De Borges;attraction;melisalaurac;id_8;4.4;314.0;La Cumbre;Argentina;3.0;2019.0;3;3
95;Increíble lugar;Incredible place;Hicimos la excursión PN Los Arrayanes- Isla Victoria. La isla es enorme, pero solamente se permite visitar una pequeña fracción de la misma. La isla fue defores...;We did the excursion PN Los Arrayanes - Isla Victoria. The island is huge, but only a small fraction of it is allowed to be visited. The island was defores...;5.0;Isla Victoria;attraction;melisalaurac;id_8;4.2;661.0;San Rafael;Argentina;5.0;2019.0;3;3
96;Encantador!;Lovely!;Fuimos casi de casualidad, porque teníamos pensado ir a El Bolsón, y justo vimos que había un Parque Nacional cerca. Nos terminó encantando, incluso en esta épo...;We went almost by chance, because we had planned to go to El Bolsón, and we just saw that there was a National Park nearby. We ended up loving it, even at this time....;5.0;Parque Nacional Lago Puelo;attraction;melisalaurac;id_8;4.5;1062.0;Villa La Angostura;Argentina;5.0;2019.0;4;3
97;Un té en medio de viñedos;Tea in the middle of vineyards;Fuimos una tarde en la que había empezado a llover (muy poco), por lo que no había gente en la casita de té. La señora que nos atendió, super atenta y cordial. ...;We went on an afternoon when it had started to rain (very little), so there were no people in the tea house. The lady who attended us was very attentive and cordial. ...;4.0;La Tetera case de te shop;attraction;melisalaurac;id_8;4.5;1062.0;Villa La Angostura;Argentina;3.0;2019.0;3;3
